Date,Time,Battery,Status
May-28-2021,20:43:18,70%,Discharging
May-28-2021,21:13:19,60%,Discharging
May-28-2021,21:43:20,60%,Discharging
May-28-2021,22:13:21,60%,Discharging
May-28-2021,22:43:21,50%,Discharging
May-28-2021,23:13:43,50%,Discharging
May-28-2021,23:44:04,50%,Discharging
May-29-2021,08:38:38,40%,Discharging
May-29-2021,09:08:59,30%,Discharging
May-29-2021,09:39:20,20%,Discharging
May-29-2021,10:09:41,40%,Charging
May-29-2021,10:40:02,70%,Charging
May-29-2021,11:10:03,80%,Charging
May-29-2021,11:40:03,80%,Charging
May-29-2021,12:10:04,80%,Charging
May-29-2021,12:40:05,80%,Charging
May-29-2021,13:10:05,80%,Charging
May-29-2021,13:40:05,90%,Charging
May-29-2021,14:10:27,90%,Charging
May-29-2021,14:40:47,90%,Discharging
May-29-2021,15:11:09,90%,Discharging
May-29-2021,15:41:38,90%,Discharging
May-29-2021,16:11:59,80%,Discharging
May-29-2021,16:41:59,80%,Discharging
May-29-2021,17:12:00,70%,Discharging
May-29-2021,17:42:00,70%,Discharging
May-29-2021,18:12:01,70%,Discharging
May-29-2021,18:42:01,70%,Discharging
May-29-2021,19:12:02,60%,Discharging
May-29-2021,19:42:02,60%,Discharging
May-29-2021,20:12:03,60%,Discharging
May-29-2021,20:42:03,50%,Discharging
May-29-2021,21:12:24,50%,Discharging
May-29-2021,21:42:46,50%,Discharging
May-29-2021,22:13:07,40%,Discharging
May-29-2021,22:43:28,30%,Discharging
May-29-2021,23:13:48,30%,Discharging
May-30-2021,09:31:10,20%,Discharging
May-30-2021,10:01:32,20%,Discharging
May-30-2021,10:31:52,20%,Discharging
May-30-2021,11:02:13,20%,Charging
May-30-2021,11:32:34,50%,Charging
May-30-2021,12:02:54,80%,Charging
May-30-2021,12:32:55,80%,Charging
May-30-2021,13:02:55,90%,Charging
May-30-2021,13:33:16,90%,Charging
May-30-2021,14:03:37,90%,Discharging
May-30-2021,14:33:57,80%,Discharging
May-30-2021,15:03:58,80%,Discharging
May-31-2021,08:46:49,5%,Charging
May-31-2021,09:17:10,30%,Charging
May-31-2021,09:47:31,60%,Charging
May-31-2021,10:17:31,80%,Charging
May-31-2021,10:47:31,80%,Charging
May-31-2021,11:17:32,80%,Charging
May-31-2021,11:47:32,80%,Charging
May-31-2021,12:17:33,80%,Charging
May-31-2021,12:47:33,80%,Charging
May-31-2021,13:17:34,80%,Discharging
May-31-2021,13:47:34,70%,Discharging
May-31-2021,14:17:35,70%,Discharging
May-31-2021,14:47:35,60%,Discharging
May-31-2021,15:17:36,60%,Discharging
May-31-2021,15:47:37,50%,Discharging
May-31-2021,16:17:57,50%,Discharging
May-31-2021,16:48:21,50%,Discharging
May-31-2021,17:18:45,50%,Discharging
May-31-2021,17:49:05,40%,Discharging
May-31-2021,18:19:26,40%,Discharging
May-31-2021,18:49:47,30%,Discharging
May-31-2021,19:20:08,20%,Discharging
Jun-01-2021,08:44:21,80%,Discharging
Jun-01-2021,09:14:21,80%,Discharging
Jun-01-2021,09:44:22,80%,Discharging
Jun-01-2021,10:14:22,70%,Discharging
Jun-01-2021,10:44:23,60%,Discharging
Jun-01-2021,11:14:23,60%,Discharging
Jun-01-2021,11:44:24,50%,Discharging
Jun-01-2021,12:14:44,50%,Discharging
Jun-01-2021,12:45:06,50%,Discharging
Jun-01-2021,13:15:34,40%,Discharging
Jun-01-2021,13:45:55,40%,Discharging
Jun-01-2021,14:16:15,20%,Discharging
Jun-01-2021,14:46:36,40%,Charging
Jun-01-2021,15:16:57,70%,Charging
Jun-01-2021,15:46:57,60%,Discharging
Jun-01-2021,16:16:58,60%,Discharging
Jun-01-2021,17:05:14,60%,Discharging
Jun-01-2021,17:35:14,50%,Discharging
Jun-01-2021,18:05:35,50%,Discharging
Jun-01-2021,18:35:56,50%,Discharging
Jun-01-2021,19:06:17,40%,Discharging
Jun-01-2021,19:36:37,60%,Charging
Jun-01-2021,20:06:38,80%,Charging
Jun-01-2021,20:36:39,80%,Charging
Jun-01-2021,21:06:40,80%,Charging
Jun-01-2021,21:36:40,90%,Charging
Jun-01-2021,22:07:01,90%,Discharging
Jun-01-2021,22:37:22,80%,Discharging
Jun-01-2021,23:07:23,80%,Discharging
Jun-02-2021,08:41:22,80%,Discharging
Jun-02-2021,09:11:24,70%,Discharging
Jun-02-2021,09:41:24,60%,Discharging
Jun-02-2021,10:11:25,60%,Discharging
Jun-02-2021,10:41:25,50%,Discharging
Jun-02-2021,11:11:46,50%,Discharging
Jun-02-2021,11:42:06,40%,Discharging
Jun-02-2021,12:12:27,60%,Charging
Jun-02-2021,12:42:27,80%,Charging
Jun-02-2021,13:12:28,90%,Charging
Jun-02-2021,13:42:49,70%,Discharging
Jun-02-2021,14:12:49,70%,Discharging
Jun-02-2021,14:42:50,60%,Discharging
Jun-02-2021,15:12:50,50%,Discharging
Jun-02-2021,15:43:11,50%,Discharging
Jun-02-2021,16:13:31,50%,Discharging
Jun-02-2021,16:43:52,50%,Discharging
Jun-02-2021,17:14:13,50%,Discharging
Jun-02-2021,17:44:34,40%,Discharging
Jun-02-2021,18:14:55,40%,Discharging
Jun-02-2021,18:45:15,30%,Discharging
Jun-02-2021,19:15:36,50%,Charging
Jun-02-2021,19:45:57,80%,Charging
Jun-02-2021,20:15:57,90%,Charging
Jun-02-2021,20:46:18,70%,Discharging
Jun-02-2021,21:16:19,70%,Discharging
Jun-02-2021,21:46:20,70%,Discharging
Jun-02-2021,22:16:20,60%,Discharging
Jun-02-2021,22:51:33,60%,Discharging
Jun-02-2021,23:21:33,50%,Discharging
Jun-02-2021,23:51:54,50%,Discharging
Jun-03-2021,00:22:14,50%,Discharging
Jun-03-2021,03:25:46,40%,Discharging
Jun-03-2021,09:26:08,40%,Discharging
Jun-03-2021,09:56:28,60%,Charging
Jun-03-2021,10:26:29,80%,Charging
Jun-03-2021,10:56:29,80%,Charging
Jun-03-2021,11:26:29,80%,Charging
Jun-03-2021,11:56:30,80%,Charging
Jun-03-2021,12:26:30,80%,Charging
Jun-03-2021,12:56:31,90%,Charging
Jun-03-2021,13:30:06,90%,Charging
Jun-03-2021,14:00:27,90%,Discharging
Jun-03-2021,14:30:47,80%,Discharging
Jun-03-2021,15:00:48,80%,Discharging
Jun-03-2021,16:30:26,80%,Discharging
Jun-03-2021,17:00:26,80%,Discharging
Jun-03-2021,17:30:27,80%,Discharging
Jun-03-2021,18:00:28,70%,Discharging
Jun-03-2021,18:30:28,70%,Discharging
Jun-03-2021,19:00:29,60%,Discharging
Jun-03-2021,19:30:29,60%,Discharging
Jun-03-2021,20:00:30,60%,Discharging
Jun-03-2021,20:30:31,50%,Discharging
Jun-03-2021,21:00:52,50%,Discharging
Jun-03-2021,21:31:12,50%,Discharging
Jun-03-2021,22:01:33,50%,Charging
Jun-03-2021,22:31:54,80%,Charging
Jun-03-2021,23:01:55,80%,Charging
Jun-03-2021,23:31:55,90%,Charging
Jun-04-2021,00:02:16,80%,Discharging
Jun-04-2021,00:32:16,70%,Discharging
Jun-04-2021,08:36:44,70%,Discharging
Jun-04-2021,09:06:45,70%,Discharging
Jun-04-2021,09:36:45,60%,Discharging
Jun-04-2021,10:06:46,50%,Discharging
Jun-04-2021,10:37:07,40%,Discharging
Jun-04-2021,11:07:27,60%,Charging
Jun-04-2021,11:37:28,80%,Charging
Jun-04-2021,12:07:28,80%,Charging
Jun-04-2021,12:37:29,80%,Charging
Jun-04-2021,13:07:31,80%,Charging
Jun-04-2021,13:37:32,80%,Charging
Jun-04-2021,14:07:33,80%,Charging
Jun-04-2021,14:37:33,80%,Charging
Jun-04-2021,15:07:34,80%,Charging
Jun-04-2021,15:37:35,80%,Discharging
Jun-04-2021,16:07:35,70%,Discharging
Jun-04-2021,16:37:36,70%,Discharging
Jun-04-2021,17:07:37,60%,Discharging
Jun-04-2021,17:37:37,50%,Discharging
Jun-04-2021,18:07:59,50%,Discharging
Jun-04-2021,18:38:20,40%,Discharging
Jun-05-2021,08:35:14,40%,Discharging
Jun-05-2021,09:05:35,30%,Discharging
Jun-05-2021,09:35:55,20%,Discharging
Jun-05-2021,10:06:16,20%,Discharging
Jun-05-2021,10:36:37,20%,Discharging
Jun-05-2021,12:31:03,20%,Discharging
Jun-05-2021,13:01:24,40%,Charging
Jun-05-2021,13:31:45,70%,Charging
Jun-05-2021,14:01:46,80%,Charging
Jun-05-2021,14:31:46,80%,Charging
Jun-05-2021,15:01:47,80%,Charging
Jun-05-2021,15:31:47,90%,Charging
Jun-05-2021,17:36:56,80%,Discharging
Jun-05-2021,18:06:56,70%,Discharging
Jun-05-2021,18:36:57,70%,Discharging
Jun-05-2021,19:07:26,60%,Discharging
Jun-05-2021,19:37:27,60%,Discharging
Jun-05-2021,20:07:28,50%,Discharging
Jun-05-2021,20:37:50,50%,Discharging
Jun-05-2021,21:08:11,40%,Discharging
Jun-05-2021,21:38:31,40%,Discharging
Jun-05-2021,22:08:52,20%,Discharging
Jun-05-2021,22:39:12,40%,Charging
Jun-05-2021,23:09:33,70%,Charging
Jun-05-2021,23:39:34,80%,Charging
Jun-06-2021,00:09:34,80%,Charging
Jun-06-2021,00:39:35,80%,Charging
Jun-06-2021,10:14:04,70%,Discharging
Jun-06-2021,10:44:05,60%,Discharging
Jun-06-2021,11:14:07,60%,Discharging
Jun-06-2021,11:44:07,60%,Discharging
Jun-06-2021,12:14:08,60%,Discharging
Jun-06-2021,12:44:08,60%,Discharging
Jun-06-2021,20:08:11,50%,Discharging
Jun-06-2021,20:38:32,50%,Discharging
Jun-06-2021,21:08:53,50%,Discharging
Jun-06-2021,21:39:13,50%,Discharging
Jun-06-2021,22:09:33,40%,Discharging
Jun-06-2021,22:39:54,40%,Discharging
Jun-06-2021,23:10:14,30%,Discharging
Jun-07-2021,08:31:58,40%,Discharging
Jun-07-2021,09:02:21,20%,Discharging
Jun-07-2021,09:32:41,40%,Charging
Jun-07-2021,10:03:02,70%,Charging
Jun-07-2021,10:33:02,80%,Charging
Jun-07-2021,11:03:03,80%,Charging
Jun-07-2021,11:33:03,80%,Charging
Jun-07-2021,12:03:04,80%,Charging
Jun-07-2021,12:33:04,80%,Charging
Jun-07-2021,13:03:05,80%,Discharging
Jun-07-2021,13:33:05,70%,Discharging
Jun-07-2021,14:03:06,60%,Discharging
Jun-07-2021,14:33:07,50%,Discharging
Jun-07-2021,15:44:25,40%,Discharging
Jun-07-2021,16:14:46,30%,Discharging
Jun-07-2021,16:45:07,20%,Discharging
Jun-07-2021,17:15:27,40%,Charging
Jun-07-2021,17:45:46,70%,Charging
Jun-08-2021,08:23:40,80%,Discharging
Jun-08-2021,08:53:40,80%,Discharging
Jun-08-2021,09:23:41,80%,Discharging
Jun-08-2021,09:53:41,70%,Discharging
Jun-08-2021,10:23:41,70%,Discharging
Jun-08-2021,10:53:42,60%,Discharging
Jun-08-2021,11:23:42,60%,Discharging
Jun-08-2021,11:53:43,50%,Discharging
Jun-08-2021,12:24:03,50%,Discharging
Jun-08-2021,12:54:24,50%,Discharging
Jun-08-2021,13:24:45,50%,Discharging
Jun-08-2021,13:55:05,20%,Discharging
Jun-08-2021,14:25:26,20%,Discharging
Jun-08-2021,14:55:47,10%,Discharging
Jun-08-2021,15:26:07,30%,Charging
Jun-08-2021,15:56:28,60%,Charging
Jun-08-2021,16:26:29,80%,Charging
Jun-08-2021,16:56:30,80%,Charging
Jun-08-2021,17:26:31,80%,Charging
Jun-08-2021,17:56:32,80%,Charging
Jun-08-2021,18:26:33,80%,Charging
Jun-08-2021,18:56:34,80%,Discharging
Jun-09-2021,08:52:08,60%,Discharging
Jun-09-2021,09:22:09,50%,Discharging
Jun-09-2021,09:52:29,50%,Discharging
Jun-09-2021,10:22:50,50%,Discharging
Jun-09-2021,10:53:11,40%,Discharging
Jun-09-2021,11:23:32,30%,Discharging
Jun-09-2021,11:53:53,20%,Discharging
Jun-09-2021,12:24:13,40%,Charging
Jun-09-2021,12:54:34,70%,Charging
Jun-09-2021,13:24:34,80%,Charging
Jun-09-2021,13:54:35,80%,Charging
Jun-09-2021,14:24:35,80%,Charging
Jun-09-2021,14:54:35,70%,Discharging
Jun-09-2021,15:24:36,70%,Discharging
Jun-09-2021,15:54:37,60%,Discharging
Jun-09-2021,16:24:40,50%,Discharging
Jun-10-2021,08:38:38,50%,Discharging
Jun-10-2021,09:08:58,30%,Discharging
Jun-10-2021,09:39:19,50%,Charging
Jun-10-2021,10:09:40,80%,Charging
Jun-10-2021,10:39:40,80%,Charging
Jun-10-2021,11:09:41,80%,Charging
Jun-10-2021,11:39:41,80%,Charging
Jun-10-2021,12:09:42,80%,Charging
Jun-10-2021,12:39:43,70%,Discharging
Jun-10-2021,13:44:18,60%,Discharging
Jun-10-2021,14:14:19,50%,Discharging
Jun-10-2021,14:44:40,40%,Discharging
Jun-11-2021,09:02:09,20%,Charging
Jun-11-2021,09:32:30,50%,Charging
Jun-11-2021,10:02:50,80%,Charging
Jun-11-2021,10:32:51,80%,Charging
Jun-11-2021,11:02:52,70%,Discharging
Jun-11-2021,11:32:52,60%,Discharging
Jun-11-2021,12:02:53,50%,Discharging
Jun-11-2021,12:33:13,40%,Discharging
Jun-11-2021,16:13:30,20%,Charging
Jun-11-2021,16:43:51,50%,Charging
Jun-11-2021,17:14:12,70%,Charging
Jun-11-2021,17:44:13,80%,Charging
Jun-11-2021,18:14:13,80%,Charging
Jun-11-2021,18:44:14,80%,Charging
Jun-11-2021,19:14:15,80%,Charging
Jun-11-2021,19:44:15,80%,Charging
Jun-11-2021,20:14:16,90%,Charging
Jun-11-2021,20:44:36,80%,Discharging
Jun-11-2021,21:14:37,70%,Discharging
Jun-11-2021,21:44:38,60%,Discharging
Jun-11-2021,22:14:38,50%,Discharging
Jun-11-2021,22:44:59,50%,Discharging
Jun-11-2021,23:15:20,50%,Discharging
Jun-11-2021,23:45:40,40%,Discharging
Jun-12-2021,00:16:01,30%,Discharging
Jun-12-2021,09:31:01,10%,Charging
Jun-12-2021,10:01:22,40%,Charging
Jun-12-2021,10:31:42,70%,Charging
Jun-12-2021,11:01:43,80%,Charging
Jun-12-2021,11:31:45,80%,Charging
Jun-12-2021,14:23:44,80%,Discharging
Jun-12-2021,14:53:44,70%,Discharging
Jun-12-2021,15:23:45,70%,Discharging
Jun-12-2021,15:53:45,60%,Discharging
Jun-12-2021,16:23:46,50%,Discharging
Jun-12-2021,16:54:06,50%,Discharging
Jun-12-2021,17:24:27,50%,Discharging
Jun-12-2021,17:54:48,40%,Discharging
Jun-12-2021,18:25:08,30%,Discharging
Jun-12-2021,18:55:29,30%,Discharging
Jun-12-2021,19:25:50,20%,Discharging
Jun-12-2021,19:56:10,10%,Discharging
Jun-12-2021,20:26:31,5%,Discharging
Jun-12-2021,20:56:52,5%,Charging
Jun-12-2021,21:27:12,30%,Charging
Jun-12-2021,21:57:33,60%,Charging
Jun-12-2021,22:27:33,80%,Charging
Jun-12-2021,22:57:34,90%,Charging
Jun-13-2021,09:53:30,70%,Discharging
Jun-13-2021,10:23:31,70%,Discharging
Jun-13-2021,10:53:31,70%,Discharging
Jun-13-2021,12:51:53,60%,Discharging
Jun-13-2021,13:21:53,60%,Discharging
Jun-13-2021,13:51:54,60%,Discharging
Jun-13-2021,14:21:54,50%,Discharging
Jun-13-2021,14:52:16,50%,Discharging
Jun-13-2021,15:34:21,50%,Discharging
Jun-13-2021,16:04:41,40%,Discharging
Jun-13-2021,20:11:17,30%,Charging
Jun-13-2021,20:41:38,60%,Charging
Jun-13-2021,21:11:38,80%,Charging
Jun-13-2021,21:41:39,90%,Charging
Jun-13-2021,22:11:59,90%,Charging
Jun-13-2021,22:42:20,70%,Discharging
Jun-14-2021,08:31:50,70%,Discharging
Jun-14-2021,09:01:51,60%,Discharging
Jun-14-2021,09:31:51,60%,Discharging
Jun-14-2021,10:01:51,50%,Discharging
Jun-14-2021,10:32:12,50%,Discharging
Jun-14-2021,11:02:33,40%,Discharging
Jun-14-2021,11:32:54,30%,Discharging
Jun-14-2021,12:03:15,50%,Charging
Jun-14-2021,12:33:35,80%,Charging
Jun-14-2021,13:03:36,90%,Charging
Jun-14-2021,13:33:57,80%,Discharging
Jun-14-2021,14:03:57,70%,Discharging
Jun-14-2021,14:33:58,60%,Discharging
Jun-14-2021,15:03:58,60%,Discharging
Jun-14-2021,15:33:59,50%,Discharging
Jun-14-2021,16:04:19,50%,Discharging
Jun-14-2021,16:34:40,40%,Discharging
Jun-14-2021,17:05:01,40%,Discharging
Jun-14-2021,17:35:26,40%,Discharging
Jun-14-2021,20:17:34,20%,Discharging
Jun-14-2021,20:47:55,40%,Charging
Jun-14-2021,21:18:16,70%,Charging
Jun-14-2021,21:48:16,80%,Charging
Jun-14-2021,22:18:17,80%,Charging
Jun-14-2021,22:48:17,80%,Charging
Jun-14-2021,23:18:18,80%,Charging
Jun-15-2021,08:50:16,80%,Discharging
Jun-15-2021,09:20:17,80%,Discharging
Jun-15-2021,09:50:17,70%,Discharging
Jun-15-2021,10:20:18,70%,Discharging
Jun-15-2021,10:50:18,60%,Discharging
Jun-15-2021,11:20:19,60%,Discharging
Jun-15-2021,11:50:19,60%,Discharging
Jun-15-2021,12:20:20,60%,Discharging
Jun-15-2021,12:50:20,50%,Discharging
Jun-15-2021,13:20:41,50%,Discharging
Jun-15-2021,13:51:01,40%,Discharging
Jun-15-2021,14:21:22,40%,Discharging
Jun-15-2021,14:51:42,30%,Discharging
Jun-15-2021,15:22:03,50%,Charging
Jun-15-2021,15:52:24,80%,Charging
Jun-15-2021,16:22:24,80%,Charging
Jun-15-2021,16:52:25,80%,Charging
Jun-15-2021,19:39:21,90%,Discharging
Jun-15-2021,20:09:41,80%,Discharging
Jun-15-2021,20:39:42,80%,Discharging
Jun-15-2021,21:09:42,80%,Discharging
Jun-15-2021,21:39:43,70%,Discharging
Jun-15-2021,22:09:43,60%,Discharging
Jun-15-2021,22:39:44,60%,Discharging
Jun-15-2021,23:09:44,50%,Discharging
Jun-16-2021,08:36:42,50%,Discharging
Jun-16-2021,09:07:02,50%,Discharging
Jun-16-2021,09:37:23,50%,Discharging
Jun-16-2021,10:07:43,40%,Discharging
Jun-16-2021,10:38:04,40%,Discharging
Jun-16-2021,11:08:24,40%,Discharging
Jun-16-2021,11:38:45,20%,Discharging
Jun-16-2021,12:09:05,20%,Discharging
Jun-16-2021,12:39:26,40%,Charging
Jun-16-2021,13:09:46,70%,Charging
Jun-16-2021,13:39:47,90%,Charging
Jun-16-2021,14:10:08,90%,Charging
Jun-16-2021,14:40:28,90%,Discharging
Jun-16-2021,15:10:49,80%,Discharging
Jun-16-2021,15:40:49,80%,Discharging
Jun-16-2021,16:10:50,70%,Discharging
Jun-16-2021,16:40:50,70%,Discharging
Jun-16-2021,17:10:51,60%,Discharging
Jun-16-2021,18:00:22,50%,Discharging
Jun-16-2021,18:30:43,50%,Discharging
Jun-16-2021,19:01:04,40%,Discharging
Jun-16-2021,19:31:25,40%,Discharging
Jun-17-2021,09:39:39,40%,Discharging
Jun-17-2021,12:10:51,20%,Charging
Jun-17-2021,16:30:21,90%,Discharging
Jun-18-2021,09:11:51,90%,Discharging
Jun-18-2021,09:42:53,90%,Discharging
Jun-18-2021,10:13:13,90%,Discharging
Jun-18-2021,10:43:34,80%,Discharging
Jun-18-2021,11:13:35,80%,Discharging
Jun-18-2021,11:43:35,70%,Discharging
Jun-18-2021,12:13:36,70%,Discharging
Jun-18-2021,12:43:36,60%,Discharging
Jun-18-2021,13:13:37,60%,Discharging
Jun-18-2021,13:43:37,50%,Discharging
Jun-18-2021,14:13:58,50%,Discharging
Jun-18-2021,14:44:18,50%,Discharging
Jun-18-2021,15:14:39,40%,Discharging
Jun-18-2021,15:44:59,40%,Discharging
Jun-18-2021,16:15:20,30%,Discharging
Jun-18-2021,16:45:41,20%,Discharging
Jun-18-2021,17:16:01,40%,Charging
Jun-18-2021,17:46:22,70%,Charging
Jun-18-2021,18:16:22,80%,Charging
Jun-19-2021,09:10:20,60%,Discharging
Jun-19-2021,10:55:22,60%,Discharging
Jun-19-2021,11:25:22,50%,Discharging
Jun-19-2021,11:55:43,50%,Discharging
Jun-19-2021,12:42:59,20%,Discharging
Jun-19-2021,13:13:22,40%,Charging
Jun-20-2021,08:00:30,10%,Discharging
Jun-20-2021,08:30:50,30%,Charging
Jun-20-2021,09:01:11,60%,Charging
Jun-20-2021,09:31:11,80%,Charging
Jun-20-2021,10:01:12,80%,Charging
Jun-20-2021,10:31:12,80%,Charging
Jun-20-2021,11:01:13,80%,Charging
Jun-20-2021,11:31:13,80%,Charging
Jun-20-2021,20:19:47,30%,Discharging
Jun-20-2021,20:50:14,50%,Charging
Jun-20-2021,21:20:35,80%,Charging
Jun-20-2021,21:50:35,80%,Charging
Jun-20-2021,22:20:36,90%,Charging
Jun-20-2021,22:50:56,90%,Charging
Jun-20-2021,23:21:17,90%,Charging
Jun-20-2021,23:51:38,90%,Charging
Jun-21-2021,00:21:59,90%,Charging
Jun-21-2021,08:04:40,90%,Discharging
Jun-21-2021,08:35:01,90%,Discharging
Jun-21-2021,09:05:21,90%,Discharging
Jun-21-2021,09:35:42,90%,Discharging
Jun-21-2021,10:06:03,80%,Discharging
Jun-21-2021,10:36:03,80%,Discharging
Jun-21-2021,11:06:04,70%,Discharging
Jun-21-2021,11:36:04,70%,Discharging
Jun-21-2021,12:06:05,60%,Discharging
Jun-21-2021,12:36:05,60%,Discharging
Jun-21-2021,13:06:06,50%,Discharging
Jun-21-2021,15:12:31,50%,Discharging
Jun-21-2021,15:42:54,40%,Discharging
Jun-21-2021,16:13:16,40%,Discharging
Jun-21-2021,16:43:37,30%,Discharging
Jun-21-2021,17:13:58,20%,Charging
Jun-21-2021,21:38:58,80%,Discharging
Jun-21-2021,22:08:59,70%,Discharging
Jun-21-2021,22:38:59,60%,Discharging
Jun-21-2021,23:09:00,60%,Discharging
Jun-21-2021,23:39:00,50%,Discharging
Jun-22-2021,00:09:21,30%,Discharging
Jun-22-2021,00:39:42,30%,Discharging
Jun-22-2021,08:19:11,30%,Discharging
Jun-22-2021,08:49:32,30%,Charging
Jun-22-2021,09:19:52,60%,Charging
Jun-22-2021,09:49:53,80%,Charging
Jun-22-2021,10:19:54,60%,Discharging
Jun-22-2021,10:49:54,50%,Discharging
Jun-22-2021,11:20:15,40%,Discharging
Jun-22-2021,11:50:36,30%,Discharging
Jun-22-2021,12:20:58,20%,Discharging
Jun-22-2021,12:51:20,20%,Discharging
Jun-22-2021,13:21:42,40%,Charging
Jun-22-2021,13:52:03,70%,Charging
Jun-22-2021,14:22:04,80%,Charging
Jun-22-2021,14:52:04,80%,Charging
Jun-22-2021,15:22:05,80%,Charging
Jun-22-2021,15:52:05,80%,Charging
Jun-22-2021,16:22:06,80%,Charging
Jun-22-2021,16:52:06,80%,Discharging
Jun-22-2021,17:22:07,70%,Discharging
Jun-23-2021,08:25:33,60%,Discharging
Jun-23-2021,08:55:36,50%,Discharging
Jun-23-2021,09:25:57,40%,Discharging
Jun-23-2021,09:56:17,30%,Discharging
Jun-23-2021,10:26:38,20%,Discharging
Jun-23-2021,10:56:59,40%,Charging
Jun-23-2021,11:27:19,70%,Charging
Jun-23-2021,11:57:20,60%,Discharging
Jun-23-2021,12:27:20,50%,Discharging
Jun-23-2021,12:57:41,50%,Discharging
Jun-23-2021,13:28:02,40%,Discharging
Jun-23-2021,13:58:23,40%,Discharging
Jun-23-2021,15:22:05,20%,Discharging
Jun-23-2021,15:52:25,40%,Charging
Jun-23-2021,16:54:46,20%,Charging
Jun-23-2021,17:25:07,50%,Charging
Jun-23-2021,17:55:28,50%,Discharging
Jun-23-2021,20:28:31,60%,Discharging
Jun-23-2021,20:58:31,20%,Discharging
Jun-23-2021,21:28:52,40%,Charging
Jun-23-2021,21:59:12,70%,Charging
Jun-23-2021,22:29:13,80%,Charging
Jun-24-2021,07:57:28,60%,Discharging
Jun-24-2021,08:27:28,60%,Discharging
Jun-24-2021,08:57:29,50%,Discharging
Jun-24-2021,09:27:49,40%,Discharging
Jun-24-2021,09:58:10,30%,Discharging
Jun-24-2021,10:28:31,50%,Charging
Jun-24-2021,10:58:51,80%,Charging
Jun-24-2021,11:28:52,80%,Charging
Jun-24-2021,11:58:52,80%,Charging
Jun-24-2021,12:28:53,80%,Charging
Jun-24-2021,18:29:03,5%,Charging
Jun-24-2021,18:59:24,30%,Charging
Jun-24-2021,19:29:44,60%,Charging
Jun-24-2021,19:59:45,80%,Discharging
Jun-25-2021,08:00:34,50%,Discharging
Jun-25-2021,08:30:55,40%,Discharging
Jun-25-2021,09:01:16,30%,Discharging
Jun-25-2021,09:31:36,50%,Charging
Jun-25-2021,10:01:57,80%,Charging
Jun-25-2021,10:31:57,80%,Charging
Jun-25-2021,11:01:58,80%,Charging
Jun-25-2021,11:31:59,80%,Charging
Jun-25-2021,12:01:59,70%,Discharging
Jun-25-2021,12:32:00,60%,Discharging
Jun-25-2021,13:23:20,60%,Discharging
Jun-25-2021,13:53:21,40%,Discharging
Jun-25-2021,14:23:42,30%,Discharging
Jun-25-2021,14:54:04,20%,Discharging
Jun-25-2021,15:24:24,40%,Charging
Jun-25-2021,15:54:45,70%,Charging
Jun-25-2021,16:24:45,60%,Discharging
Jun-25-2021,16:54:46,50%,Discharging
Jun-25-2021,17:25:06,50%,Discharging
Jun-25-2021,18:27:28,50%,Discharging
Jun-25-2021,18:57:48,40%,Discharging
Jun-25-2021,20:10:50,40%,Discharging
Jun-25-2021,21:18:31,90%,Discharging
Jun-25-2021,21:48:51,60%,Discharging
Jun-25-2021,22:18:54,50%,Discharging
Jun-25-2021,22:49:16,50%,Discharging
Jun-25-2021,23:19:38,40%,Discharging
Jun-25-2021,23:49:59,30%,Discharging
Jun-26-2021,08:27:36,30%,Discharging
Jun-26-2021,08:57:58,30%,Discharging
Jun-26-2021,09:28:19,30%,Discharging
Jun-26-2021,09:58:39,50%,Charging
Jun-26-2021,10:29:00,80%,Charging
Jun-26-2021,11:36:37,80%,Discharging
Jun-26-2021,12:06:38,70%,Discharging
Jun-26-2021,12:36:38,70%,Discharging
Jun-26-2021,20:36:26,70%,Charging
Jun-26-2021,21:06:26,80%,Charging
Jun-26-2021,21:36:27,70%,Discharging
Jun-26-2021,22:06:27,60%,Discharging
Jun-26-2021,22:36:28,60%,Discharging
Jun-26-2021,23:06:28,50%,Discharging
Jun-27-2021,08:36:46,40%,Discharging
Jun-27-2021,09:07:07,40%,Discharging
Jun-27-2021,09:37:28,40%,Discharging
Jun-27-2021,10:07:48,40%,Charging
Jun-27-2021,10:38:09,70%,Charging
Jun-27-2021,11:08:10,70%,Charging
Jun-27-2021,11:38:10,80%,Charging
Jun-27-2021,12:08:11,80%,Discharging
Jun-27-2021,12:38:11,70%,Discharging
Jun-27-2021,13:08:12,60%,Discharging
Jun-27-2021,13:38:12,60%,Discharging
Jun-27-2021,14:08:24,50%,Discharging
Jun-27-2021,14:38:51,50%,Discharging
Jun-27-2021,15:09:12,40%,Discharging
Jun-27-2021,15:39:33,30%,Discharging
Jun-27-2021,16:09:54,50%,Charging
Jun-27-2021,16:40:15,80%,Charging
Jun-27-2021,17:10:17,80%,Charging
Jun-27-2021,17:40:18,70%,Discharging
Jun-27-2021,18:10:18,60%,Discharging
Jun-27-2021,18:40:20,60%,Discharging
Jun-27-2021,19:10:24,50%,Discharging
Jun-27-2021,19:40:58,50%,Discharging
Jun-27-2021,20:11:23,40%,Discharging
Jun-27-2021,20:41:45,40%,Discharging
Jun-27-2021,21:12:06,20%,Discharging
Jun-27-2021,21:42:27,20%,Discharging
Jun-27-2021,22:12:47,30%,Discharging
Jun-27-2021,22:43:09,20%,Discharging
Jun-27-2021,23:13:41,20%,Discharging
