Date,Time,Battery,Status
Jul-24-2021,08:53:19,70%,Discharging
Jul-24-2021,09:23:19,60%,Discharging
Jul-24-2021,09:53:20,60%,Discharging
Jul-24-2021,10:23:21,50%,Discharging
Jul-24-2021,10:53:42,40%,Discharging
Jul-24-2021,11:24:09,40%,Discharging
Jul-24-2021,12:19:45,20%,Discharging
Jul-24-2021,15:19:33,20%,Charging
Jul-24-2021,15:49:53,50%,Charging
Jul-24-2021,16:20:14,80%,Charging
Jul-24-2021,16:50:14,80%,Charging
Jul-24-2021,17:20:14,80%,Charging
Jul-24-2021,17:50:15,80%,Charging
Jul-24-2021,18:20:15,80%,Charging
Jul-24-2021,18:50:16,90%,Charging
Jul-24-2021,19:20:36,70%,Discharging
Jul-24-2021,19:50:37,60%,Discharging
Jul-24-2021,20:20:37,50%,Discharging
Jul-24-2021,20:50:58,50%,Discharging
Jul-24-2021,21:21:19,40%,Discharging
Jul-24-2021,21:51:39,30%,Discharging
Jul-24-2021,22:22:00,30%,Discharging
Jul-24-2021,22:52:20,50%,Charging
Jul-24-2021,23:22:41,80%,Charging
Jul-24-2021,23:52:42,70%,Charging
Jul-25-2021,00:22:42,80%,Charging
Jul-25-2021,00:52:43,80%,Charging
Jul-25-2021,01:22:43,90%,Charging
Jul-25-2021,08:40:40,80%,Discharging
Jul-25-2021,09:10:40,70%,Discharging
Jul-25-2021,09:40:41,60%,Discharging
Jul-25-2021,10:10:42,60%,Discharging
Jul-25-2021,10:40:43,50%,Discharging
Jul-25-2021,11:11:04,50%,Discharging
Jul-25-2021,11:41:24,30%,Discharging
Jul-25-2021,12:11:45,20%,Discharging
Jul-25-2021,12:42:06,40%,Charging
Jul-25-2021,13:12:26,70%,Charging
Jul-25-2021,13:42:27,80%,Charging
Jul-25-2021,14:12:27,80%,Charging
Jul-25-2021,14:42:27,80%,Charging
Jul-25-2021,15:12:28,90%,Charging
Jul-25-2021,15:42:49,70%,Discharging
Jul-25-2021,16:12:50,70%,Discharging
Jul-25-2021,16:42:50,60%,Discharging
Jul-25-2021,17:12:51,60%,Discharging
Jul-25-2021,17:42:51,40%,Discharging
Jul-25-2021,18:13:12,40%,Discharging
Jul-25-2021,18:43:33,40%,Discharging
Jul-25-2021,19:13:53,30%,Discharging
Jul-25-2021,19:44:14,20%,Discharging
Jul-25-2021,20:14:34,40%,Charging
Jul-25-2021,20:44:55,70%,Charging
Jul-25-2021,21:14:55,80%,Charging
Jul-25-2021,21:44:57,80%,Charging
Jul-25-2021,22:14:57,80%,Charging
Jul-25-2021,22:44:58,70%,Discharging
Jul-25-2021,23:15:01,60%,Discharging
Jul-26-2021,09:22:28,50%,Discharging
Jul-26-2021,09:52:49,50%,Discharging
Jul-26-2021,10:23:10,40%,Discharging
Jul-26-2021,10:53:31,30%,Discharging
Jul-26-2021,11:23:51,30%,Discharging
Jul-26-2021,11:54:12,50%,Charging
Jul-26-2021,12:24:33,80%,Charging
Jul-26-2021,12:54:33,80%,Charging
Jul-26-2021,13:24:34,70%,Discharging
Jul-26-2021,13:54:34,60%,Discharging
Jul-26-2021,14:24:35,50%,Discharging
Jul-26-2021,14:54:56,50%,Discharging
Jul-26-2021,15:25:16,40%,Discharging
Jul-26-2021,15:55:37,40%,Discharging
Jul-26-2021,16:25:58,30%,Discharging
Jul-26-2021,16:56:18,20%,Discharging
Jul-26-2021,17:26:39,20%,Discharging
Jul-26-2021,17:57:00,40%,Charging
Jul-26-2021,18:27:21,70%,Charging
Jul-26-2021,18:57:22,80%,Charging
Jul-26-2021,19:27:22,80%,Charging
Jul-26-2021,19:57:23,90%,Charging
Jul-26-2021,20:27:44,90%,Charging
Jul-26-2021,20:58:04,90%,Charging
Jul-26-2021,21:28:25,80%,Discharging
Jul-26-2021,21:58:25,70%,Discharging
Jul-26-2021,22:46:50,60%,Discharging
Jul-26-2021,23:16:50,60%,Discharging
Jul-27-2021,09:18:14,60%,Discharging
Jul-27-2021,09:48:15,50%,Discharging
Jul-27-2021,10:18:35,40%,Discharging
Jul-27-2021,10:48:56,40%,Discharging
Jul-27-2021,11:19:17,30%,Discharging
Jul-27-2021,12:02:00,10%,Charging
Jul-27-2021,12:32:21,40%,Charging
Jul-27-2021,13:02:41,70%,Charging
Jul-27-2021,13:33:09,80%,Charging
Jul-27-2021,14:08:29,70%,Discharging
Jul-27-2021,14:38:30,70%,Discharging
Jul-27-2021,15:08:30,60%,Discharging
Jul-27-2021,15:38:31,50%,Discharging
Jul-27-2021,16:08:51,50%,Discharging
Jul-27-2021,16:39:12,40%,Discharging
Jul-27-2021,17:09:33,30%,Discharging
Jul-27-2021,17:39:53,20%,Discharging
Jul-27-2021,18:10:14,40%,Charging
Jul-27-2021,18:40:34,70%,Charging
Jul-27-2021,19:10:35,80%,Charging
Jul-27-2021,19:40:36,90%,Charging
Jul-27-2021,20:10:57,70%,Discharging
Jul-27-2021,20:40:57,60%,Discharging
Jul-27-2021,21:10:58,60%,Discharging
Jul-27-2021,21:40:58,50%,Discharging
Jul-27-2021,22:11:19,40%,Discharging
Jul-27-2021,22:41:40,40%,Discharging
Jul-27-2021,23:12:00,20%,Discharging
Jul-27-2021,23:42:21,40%,Charging
Jul-28-2021,09:20:59,70%,Charging
Jul-28-2021,09:51:00,90%,Charging
Jul-28-2021,10:21:21,90%,Charging
Jul-28-2021,10:51:42,90%,Charging
Jul-28-2021,11:22:02,90%,Charging
Jul-28-2021,11:52:23,90%,Charging
Jul-28-2021,22:00:03,10%,Discharging
Jul-28-2021,22:30:24,30%,Charging
Jul-28-2021,23:00:45,60%,Charging
Jul-29-2021,09:31:49,50%,Discharging
Jul-29-2021,10:02:09,50%,Discharging
Jul-29-2021,10:41:10,50%,Discharging
Jul-29-2021,11:43:32,20%,Charging
Jul-29-2021,12:13:53,50%,Charging
Jul-29-2021,12:44:14,80%,Charging
Jul-29-2021,13:14:14,90%,Charging
Jul-29-2021,13:44:35,90%,Discharging
Jul-29-2021,14:14:59,90%,Discharging
Jul-29-2021,15:15:00,80%,Discharging
Jul-29-2021,15:45:00,80%,Discharging
Jul-29-2021,16:15:01,80%,Discharging
Jul-29-2021,17:36:24,80%,Discharging
Jul-29-2021,18:10:34,70%,Discharging
Jul-29-2021,18:40:35,70%,Discharging
Jul-29-2021,19:10:35,60%,Discharging
Jul-29-2021,19:40:36,50%,Discharging
Jul-29-2021,20:10:56,40%,Discharging
Jul-29-2021,20:41:17,30%,Discharging
Jul-29-2021,21:11:38,30%,Discharging
Jul-29-2021,21:41:59,20%,Discharging
Jul-29-2021,22:12:20,20%,Discharging
Jul-29-2021,22:42:40,20%,Discharging
Jul-29-2021,23:13:01,40%,Charging
Jul-29-2021,23:43:22,70%,Charging
Jul-30-2021,09:24:23,60%,Discharging
Jul-30-2021,09:54:23,50%,Discharging
Jul-30-2021,10:24:44,40%,Discharging
Jul-30-2021,10:55:04,40%,Discharging
Jul-30-2021,11:25:25,30%,Discharging
Jul-30-2021,11:55:45,30%,Discharging
Jul-30-2021,12:26:06,50%,Charging
Jul-30-2021,12:56:27,80%,Charging
Jul-30-2021,13:26:28,80%,Charging
Jul-30-2021,13:56:28,80%,Charging
Jul-30-2021,14:26:29,70%,Discharging
Jul-30-2021,14:56:29,60%,Discharging
Jul-30-2021,15:26:30,60%,Discharging
Jul-30-2021,15:56:30,50%,Discharging
Jul-30-2021,16:26:51,50%,Discharging
Jul-30-2021,16:57:12,40%,Discharging
Jul-30-2021,17:27:33,40%,Discharging
Jul-30-2021,17:57:54,20%,Discharging
Jul-30-2021,18:28:14,40%,Charging
Jul-30-2021,18:58:35,70%,Charging
Jul-30-2021,19:28:35,90%,Charging
Jul-30-2021,19:58:56,60%,Discharging
Jul-30-2021,20:28:57,50%,Discharging
Jul-30-2021,20:59:18,40%,Discharging
Jul-30-2021,21:29:39,40%,Discharging
Jul-30-2021,22:00:00,30%,Discharging
Jul-30-2021,22:30:21,20%,Discharging
Jul-30-2021,23:00:42,40%,Charging
Jul-30-2021,23:31:04,70%,Charging
Jul-31-2021,09:19:16,70%,Discharging
Jul-31-2021,09:49:17,60%,Discharging
Jul-31-2021,10:19:18,60%,Discharging
Jul-31-2021,10:49:18,50%,Discharging
Jul-31-2021,11:19:39,50%,Discharging
Jul-31-2021,11:50:00,40%,Discharging
Jul-31-2021,12:20:20,30%,Discharging
Jul-31-2021,12:50:41,20%,Discharging
Jul-31-2021,13:21:01,30%,Charging
Jul-31-2021,13:51:22,60%,Charging
Jul-31-2021,14:21:23,80%,Charging
Jul-31-2021,14:51:23,90%,Charging
Jul-31-2021,15:21:44,90%,Charging
Jul-31-2021,15:52:05,80%,Discharging
Jul-31-2021,16:22:06,70%,Discharging
Jul-31-2021,16:52:06,70%,Discharging
Jul-31-2021,17:22:07,60%,Discharging
Jul-31-2021,17:52:07,50%,Discharging
Jul-31-2021,18:22:28,50%,Discharging
Jul-31-2021,18:52:49,40%,Discharging
Jul-31-2021,19:23:10,30%,Discharging
Jul-31-2021,19:53:31,20%,Discharging
Jul-31-2021,20:23:52,40%,Charging
Jul-31-2021,20:54:13,70%,Charging
Jul-31-2021,21:24:13,80%,Charging
Aug-01-2021,08:29:31,80%,Discharging
Aug-01-2021,08:59:32,70%,Discharging
Aug-01-2021,09:29:32,70%,Discharging
Aug-01-2021,09:59:32,60%,Discharging
Aug-01-2021,10:29:33,80%,Charging
Aug-01-2021,10:59:33,90%,Charging
Aug-01-2021,11:29:54,70%,Charging
Aug-01-2021,11:59:55,80%,Charging
Aug-01-2021,18:00:35,40%,Discharging
Aug-01-2021,18:30:56,30%,Discharging
Aug-01-2021,19:01:16,20%,Discharging
Aug-01-2021,19:31:38,40%,Charging
Aug-01-2021,20:02:06,70%,Charging
Aug-01-2021,20:32:07,50%,Discharging
Aug-01-2021,21:02:28,50%,Discharging
Aug-01-2021,21:32:49,30%,Discharging
Aug-01-2021,22:03:09,40%,Charging
Aug-01-2021,22:33:30,70%,Charging
Aug-01-2021,23:03:31,80%,Charging
Aug-01-2021,23:33:33,60%,Discharging
Aug-02-2021,00:03:33,60%,Discharging
Aug-02-2021,09:07:16,60%,Discharging
Aug-02-2021,09:37:17,50%,Discharging
Aug-02-2021,10:07:38,50%,Discharging
Aug-02-2021,10:37:59,40%,Discharging
Aug-02-2021,11:08:20,30%,Discharging
Aug-02-2021,11:38:47,50%,Charging
Aug-02-2021,13:44:25,60%,Discharging
Aug-02-2021,14:14:26,60%,Discharging
Aug-02-2021,14:44:26,50%,Discharging
Aug-02-2021,15:14:48,40%,Discharging
Aug-02-2021,15:45:09,40%,Discharging
Aug-02-2021,16:15:29,30%,Discharging
Aug-02-2021,17:31:27,40%,Charging
Aug-02-2021,18:01:47,70%,Charging
Aug-02-2021,18:31:50,80%,Charging
Aug-02-2021,19:24:21,90%,Charging
Aug-02-2021,20:10:42,80%,Discharging
Aug-02-2021,20:40:43,80%,Discharging
Aug-02-2021,21:10:43,70%,Discharging
Aug-02-2021,21:40:44,60%,Discharging
Aug-02-2021,22:10:45,60%,Discharging
Aug-02-2021,22:40:45,50%,Discharging
Aug-02-2021,23:11:06,40%,Discharging
Aug-02-2021,23:54:41,20%,Discharging
Aug-03-2021,09:41:22,20%,Charging
Aug-03-2021,10:11:43,50%,Charging
Aug-03-2021,10:42:03,80%,Charging
Aug-03-2021,11:12:04,90%,Charging
Aug-03-2021,11:42:25,90%,Charging
Aug-03-2021,12:12:46,90%,Charging
Aug-03-2021,12:46:09,90%,Discharging
Aug-03-2021,14:44:42,80%,Discharging
Aug-03-2021,15:14:43,80%,Discharging
Aug-03-2021,15:44:43,70%,Discharging
Aug-03-2021,16:14:44,70%,Discharging
Aug-03-2021,16:44:45,60%,Discharging
Aug-03-2021,17:14:45,50%,Discharging
Aug-03-2021,17:45:06,50%,Discharging
Aug-03-2021,18:15:27,40%,Discharging
Aug-03-2021,18:45:48,40%,Discharging
Aug-03-2021,19:16:09,30%,Discharging
Aug-03-2021,19:46:29,20%,Discharging
Aug-03-2021,20:16:50,20%,Charging
Aug-03-2021,20:47:11,50%,Charging
Aug-03-2021,21:17:32,80%,Charging
Aug-03-2021,21:47:32,90%,Charging
Aug-03-2021,22:17:53,50%,Discharging
Aug-03-2021,22:48:14,40%,Discharging
Aug-03-2021,23:18:35,40%,Discharging
Aug-03-2021,23:48:55,20%,Discharging
Aug-04-2021,00:19:17,30%,Charging
Aug-04-2021,09:57:17,20%,Charging
Aug-04-2021,10:27:38,50%,Charging
Aug-04-2021,10:57:59,50%,Discharging
Aug-04-2021,11:28:19,50%,Discharging
Aug-04-2021,11:58:40,70%,Charging
Aug-04-2021,20:38:35,5%,Charging
Aug-04-2021,21:08:56,30%,Charging
Aug-04-2021,21:39:17,20%,Discharging
Aug-04-2021,22:09:37,40%,Charging
Aug-04-2021,22:39:58,70%,Charging
Aug-04-2021,23:28:20,80%,Charging
Aug-04-2021,23:58:21,60%,Discharging
Aug-05-2021,00:28:21,50%,Discharging
Aug-05-2021,09:21:05,50%,Discharging
Aug-05-2021,09:51:26,50%,Discharging
Aug-05-2021,10:21:47,40%,Discharging
Aug-05-2021,11:06:24,50%,Charging
Aug-05-2021,11:36:45,80%,Charging
Aug-05-2021,12:06:46,80%,Charging
Aug-05-2021,12:36:46,60%,Discharging
Aug-05-2021,13:06:47,50%,Discharging
Aug-05-2021,13:37:07,50%,Discharging
Aug-05-2021,15:31:14,40%,Discharging
Aug-05-2021,16:01:35,40%,Discharging
Aug-05-2021,16:31:55,30%,Discharging
Aug-05-2021,17:02:16,20%,Discharging
Aug-05-2021,17:32:37,20%,Discharging
Aug-05-2021,18:21:04,10%,Charging
Aug-05-2021,18:51:26,40%,Charging
Aug-05-2021,19:39:20,80%,Charging
Aug-05-2021,20:09:57,80%,Charging
Aug-05-2021,20:39:57,70%,Discharging
Aug-05-2021,21:09:57,60%,Discharging
Aug-05-2021,21:39:58,50%,Discharging
Aug-05-2021,22:10:19,40%,Discharging
Aug-05-2021,22:40:40,30%,Discharging
Aug-05-2021,23:11:01,20%,Charging
Aug-06-2021,00:02:47,70%,Charging
Aug-06-2021,09:11:31,60%,Charging
Aug-06-2021,09:41:32,90%,Charging
Aug-06-2021,10:11:53,80%,Discharging
Aug-06-2021,10:41:53,70%,Discharging
Aug-06-2021,11:11:54,70%,Discharging
Aug-06-2021,11:41:54,60%,Discharging
Aug-06-2021,21:57:21,40%,Charging
Aug-06-2021,22:27:42,70%,Charging
Aug-06-2021,22:57:43,30%,Discharging
Aug-06-2021,23:28:04,50%,Charging
Aug-06-2021,23:58:24,80%,Charging
Aug-07-2021,00:28:25,80%,Charging
Aug-07-2021,09:19:49,60%,Discharging
Aug-07-2021,09:49:51,60%,Discharging
Aug-07-2021,10:19:52,60%,Charging
Aug-07-2021,10:49:54,70%,Charging
Aug-07-2021,11:19:56,70%,Charging
Aug-07-2021,11:51:23,80%,Charging
Aug-07-2021,12:07:25,80%,Charging
Aug-07-2021,12:37:26,80%,Charging
Aug-07-2021,13:07:33,80%,Charging
Aug-07-2021,13:37:35,80%,Charging
Aug-07-2021,14:07:36,70%,Discharging
Aug-07-2021,14:37:36,70%,Discharging
Aug-07-2021,15:07:37,60%,Discharging
Aug-07-2021,15:37:40,50%,Discharging
Aug-07-2021,16:08:11,40%,Discharging
Aug-07-2021,16:38:32,40%,Discharging
Aug-07-2021,17:08:53,30%,Discharging
Aug-07-2021,17:39:14,20%,Discharging
Aug-07-2021,18:09:38,30%,Charging
Aug-07-2021,18:40:33,50%,Discharging
Aug-07-2021,19:10:55,70%,Discharging
Aug-07-2021,21:48:39,50%,Discharging
Aug-07-2021,22:19:00,50%,Discharging
Aug-07-2021,22:49:21,40%,Discharging
Aug-07-2021,23:19:44,30%,Discharging
Aug-07-2021,23:50:05,50%,Charging
Aug-08-2021,00:20:26,60%,Charging
Aug-08-2021,08:53:06,60%,Discharging
Aug-08-2021,09:23:07,40%,Discharging
Aug-08-2021,09:53:27,40%,Discharging
Aug-08-2021,10:23:48,40%,Discharging
Aug-08-2021,10:55:30,20%,Discharging
Aug-08-2021,11:25:51,40%,Charging
Aug-08-2021,11:56:12,70%,Charging
Aug-08-2021,12:29:14,70%,Discharging
Aug-08-2021,15:57:38,50%,Discharging
Aug-08-2021,16:27:58,50%,Discharging
Aug-08-2021,16:58:19,30%,Discharging
Aug-08-2021,17:28:40,20%,Discharging
Aug-08-2021,17:59:01,40%,Charging
Aug-08-2021,18:29:21,70%,Charging
Aug-08-2021,18:59:22,70%,Discharging
Aug-08-2021,19:29:23,50%,Discharging
Aug-08-2021,19:59:44,50%,Discharging
Aug-08-2021,20:30:05,50%,Discharging
Aug-08-2021,21:00:25,40%,Discharging
Aug-08-2021,21:30:46,20%,Discharging
Aug-08-2021,22:01:06,40%,Charging
Aug-08-2021,22:31:27,70%,Charging
Aug-08-2021,23:01:28,90%,Charging
Aug-08-2021,23:31:48,70%,Discharging
Aug-09-2021,00:01:49,60%,Discharging
Aug-09-2021,09:11:35,50%,Discharging
Aug-09-2021,09:41:56,40%,Discharging
Aug-09-2021,10:12:16,40%,Discharging
Aug-09-2021,10:42:37,30%,Discharging
Aug-09-2021,11:12:57,30%,Charging
Aug-09-2021,11:43:18,50%,Discharging
Aug-09-2021,15:23:33,30%,Charging
Aug-09-2021,15:53:53,60%,Charging
Aug-09-2021,16:23:54,80%,Charging
Aug-09-2021,16:53:54,50%,Discharging
Aug-09-2021,17:24:16,50%,Discharging
Aug-09-2021,17:54:36,40%,Discharging
Aug-09-2021,18:24:57,30%,Discharging
Aug-09-2021,18:55:18,20%,Discharging
Aug-09-2021,19:25:38,20%,Discharging
Aug-09-2021,19:55:59,20%,Discharging
Aug-09-2021,20:26:21,30%,Charging
Aug-09-2021,20:56:43,60%,Charging
Aug-09-2021,21:26:44,60%,Discharging
Aug-09-2021,21:56:45,40%,Discharging
Aug-09-2021,22:27:06,30%,Discharging
Aug-09-2021,22:57:27,50%,Charging
Aug-09-2021,23:27:48,70%,Charging
Aug-09-2021,23:57:49,80%,Charging
Aug-10-2021,00:27:49,90%,Charging
Aug-10-2021,08:43:08,70%,Discharging
Aug-10-2021,09:13:09,60%,Discharging
Aug-10-2021,09:43:09,50%,Discharging
Aug-10-2021,10:13:30,50%,Discharging
Aug-10-2021,10:43:50,30%,Discharging
Aug-10-2021,11:14:11,20%,Discharging
Aug-10-2021,11:44:31,20%,Discharging
Aug-10-2021,12:14:52,10%,Discharging
Aug-10-2021,12:45:13,5%,Discharging
Aug-10-2021,13:15:34,20%,Charging
Aug-10-2021,13:46:00,50%,Charging
Aug-10-2021,14:16:21,70%,Charging
Aug-10-2021,14:46:21,80%,Charging
Aug-10-2021,15:16:22,70%,Charging
Aug-10-2021,15:46:23,70%,Charging
Aug-10-2021,16:16:23,80%,Charging
Aug-10-2021,16:46:24,80%,Charging
Aug-10-2021,17:16:24,80%,Charging
Aug-10-2021,17:46:25,90%,Charging
Aug-10-2021,18:16:46,70%,Discharging
Aug-10-2021,18:46:47,70%,Discharging
Aug-10-2021,19:16:47,60%,Discharging
Aug-10-2021,19:46:48,50%,Discharging
Aug-10-2021,19:57:57,50%,Discharging
Aug-10-2021,20:28:20,40%,Discharging
Aug-10-2021,20:58:50,40%,Discharging
Aug-10-2021,21:29:11,30%,Discharging
Aug-10-2021,21:59:32,40%,Charging
Aug-10-2021,22:29:54,60%,Charging
Aug-11-2021,09:12:31,80%,Discharging
Aug-11-2021,09:42:31,80%,Discharging
Aug-11-2021,10:12:32,70%,Discharging
Aug-11-2021,10:42:32,80%,Charging
Aug-11-2021,11:12:33,90%,Charging
Aug-11-2021,11:42:54,60%,Discharging
Aug-11-2021,12:12:54,50%,Discharging
Aug-11-2021,12:43:15,40%,Discharging
Aug-11-2021,13:13:36,40%,Discharging
Aug-11-2021,13:43:56,30%,Discharging
Aug-11-2021,14:14:17,50%,Charging
Aug-11-2021,14:44:38,70%,Charging
Aug-11-2021,15:14:38,70%,Charging
Aug-11-2021,15:44:39,70%,Charging
Aug-11-2021,16:14:39,70%,Charging
Aug-11-2021,16:44:40,80%,Discharging
Aug-11-2021,17:14:40,60%,Discharging
Aug-11-2021,17:44:41,50%,Discharging
Aug-11-2021,18:15:01,50%,Discharging
Aug-11-2021,18:45:22,40%,Discharging
Aug-11-2021,19:15:42,30%,Discharging
Aug-11-2021,19:46:03,40%,Charging
Aug-11-2021,20:16:23,70%,Charging
Aug-11-2021,20:46:24,50%,Discharging
Aug-11-2021,21:16:44,50%,Discharging
Aug-11-2021,21:47:05,30%,Discharging
Aug-11-2021,22:36:47,40%,Discharging
Aug-11-2021,23:07:07,20%,Discharging
Aug-11-2021,23:37:28,20%,Discharging
Aug-12-2021,00:07:48,5%,Discharging
Aug-12-2021,00:38:09,20%,Charging
Aug-12-2021,08:34:53,40%,Charging
Aug-12-2021,09:05:14,70%,Charging
Aug-12-2021,09:35:15,70%,Charging
Aug-12-2021,10:05:15,70%,Charging
Aug-12-2021,10:35:16,70%,Charging
Aug-12-2021,11:05:16,70%,Charging
Aug-12-2021,11:35:17,80%,Charging
Aug-12-2021,12:05:17,80%,Charging
Aug-12-2021,12:35:18,80%,Charging
Aug-12-2021,13:05:18,80%,Discharging
Aug-12-2021,13:35:19,60%,Discharging
Aug-12-2021,14:05:19,60%,Discharging
Aug-12-2021,14:35:20,50%,Discharging
Aug-12-2021,15:05:40,70%,Charging
Aug-12-2021,15:35:41,70%,Charging
Aug-12-2021,16:05:42,80%,Charging
Aug-12-2021,16:35:42,50%,Discharging
Aug-12-2021,17:06:03,50%,Discharging
Aug-12-2021,17:36:23,40%,Discharging
Aug-12-2021,18:06:44,60%,Charging
Aug-12-2021,18:36:44,70%,Charging
Aug-12-2021,19:06:45,80%,Charging
Aug-12-2021,19:36:45,80%,Charging
Aug-12-2021,20:06:46,80%,Charging
Aug-12-2021,20:36:46,90%,Charging
Aug-12-2021,21:07:07,70%,Discharging
Aug-12-2021,21:37:07,60%,Discharging
Aug-12-2021,22:07:09,60%,Discharging
Aug-12-2021,22:37:11,50%,Discharging
Aug-12-2021,23:07:33,30%,Discharging
Aug-12-2021,23:38:01,30%,Discharging
Aug-13-2021,00:08:21,30%,Discharging
Aug-13-2021,08:10:26,30%,Discharging
Aug-13-2021,11:05:31,70%,Charging
Aug-13-2021,11:35:32,80%,Charging
Aug-13-2021,12:05:33,80%,Charging
Aug-13-2021,12:35:33,80%,Charging
Aug-13-2021,13:05:34,80%,Charging
Aug-13-2021,13:35:35,80%,Charging
Aug-13-2021,14:05:35,70%,Discharging
Aug-13-2021,15:28:18,30%,Discharging
Aug-14-2021,17:04:36,90%,Discharging
Aug-14-2021,17:34:57,90%,Discharging
Aug-15-2021,09:06:48,70%,Discharging
Aug-15-2021,09:36:49,60%,Discharging
Aug-15-2021,10:06:50,50%,Discharging
Aug-15-2021,10:37:10,50%,Discharging
Aug-15-2021,11:07:31,40%,Discharging
Aug-15-2021,11:37:51,30%,Discharging
Aug-15-2021,12:08:12,20%,Discharging
Aug-15-2021,12:38:32,20%,Discharging
Aug-15-2021,13:08:53,20%,Discharging
Aug-15-2021,13:39:14,10%,Discharging
Aug-15-2021,14:09:34,5%,Discharging
Aug-15-2021,14:39:55,5%,Discharging
Aug-15-2021,15:36:56,40%,Charging
Aug-15-2021,16:07:17,70%,Charging
Aug-15-2021,16:37:17,80%,Charging
Aug-15-2021,17:07:18,30%,Discharging
Aug-15-2021,19:43:00,70%,Charging
Aug-15-2021,20:13:01,70%,Charging
Aug-15-2021,20:43:22,70%,Charging
Aug-15-2021,21:13:22,80%,Charging
Aug-15-2021,21:43:23,70%,Charging
Aug-15-2021,22:13:23,80%,Charging
Aug-15-2021,22:43:24,70%,Discharging
Aug-15-2021,23:13:24,60%,Discharging
Aug-15-2021,23:43:25,40%,Discharging
Aug-16-2021,08:23:45,10%,Charging
Aug-16-2021,08:54:05,40%,Charging
Aug-16-2021,09:23:21,60%,Discharging
Aug-16-2021,09:55:06,70%,Charging
Aug-16-2021,10:25:06,80%,Charging
Aug-16-2021,10:55:07,80%,Charging
Aug-16-2021,11:25:07,80%,Charging
Aug-16-2021,11:55:08,80%,Charging
Aug-16-2021,12:28:37,70%,Discharging
Aug-16-2021,13:03:58,70%,Discharging
Aug-16-2021,13:33:58,60%,Discharging
Aug-16-2021,14:03:59,60%,Discharging
Aug-16-2021,14:33:59,50%,Discharging
Aug-16-2021,15:04:20,50%,Discharging
Aug-16-2021,15:34:41,40%,Discharging
Aug-16-2021,16:05:01,30%,Discharging
Aug-16-2021,16:35:22,10%,Discharging
Aug-16-2021,17:05:43,20%,Charging
Aug-16-2021,17:36:03,50%,Charging
Aug-16-2021,18:06:24,70%,Charging
Aug-16-2021,18:36:24,70%,Charging
Aug-16-2021,19:06:25,80%,Charging
Aug-16-2021,19:36:25,80%,Charging
Aug-16-2021,20:06:26,80%,Charging
Aug-16-2021,20:36:26,90%,Charging
Aug-16-2021,21:06:47,90%,Charging
Aug-16-2021,21:37:08,90%,Charging
Aug-16-2021,22:07:29,90%,Charging
Aug-16-2021,22:37:57,90%,Charging
Aug-16-2021,23:08:18,90%,Charging
Aug-17-2021,00:01:15,90%,Charging
Aug-17-2021,08:56:41,80%,Discharging
Aug-17-2021,09:26:42,80%,Discharging
Aug-17-2021,09:56:42,70%,Discharging
Aug-17-2021,10:26:43,70%,Discharging
Aug-17-2021,10:56:43,60%,Discharging
Aug-17-2021,11:26:44,50%,Discharging
Aug-17-2021,11:57:05,40%,Discharging
Aug-17-2021,12:27:25,30%,Discharging
Aug-17-2021,12:57:46,30%,Discharging
Aug-17-2021,13:28:07,50%,Charging
Aug-17-2021,13:58:27,70%,Charging
Aug-17-2021,14:38:53,80%,Charging
Aug-17-2021,15:08:53,80%,Charging
Aug-17-2021,15:38:54,80%,Charging
Aug-17-2021,16:08:54,70%,Discharging
Aug-17-2021,16:38:55,60%,Discharging
Aug-17-2021,17:08:55,50%,Discharging
Aug-17-2021,17:39:16,40%,Discharging
Aug-17-2021,18:09:38,40%,Discharging
Aug-17-2021,18:39:59,30%,Discharging
Aug-17-2021,19:10:20,30%,Discharging
Aug-17-2021,19:40:40,50%,Charging
Aug-17-2021,20:11:01,70%,Charging
Aug-17-2021,20:41:01,80%,Charging
Aug-17-2021,21:11:02,80%,Charging
Aug-17-2021,21:41:03,50%,Discharging
Aug-17-2021,22:11:24,50%,Discharging
Aug-17-2021,22:41:44,40%,Discharging
Aug-17-2021,23:15:51,30%,Charging
Aug-18-2021,09:11:38,50%,Discharging
Aug-18-2021,09:41:59,50%,Discharging
Aug-18-2021,10:12:20,70%,Charging
Aug-18-2021,10:42:21,70%,Charging
Aug-18-2021,18:45:26,40%,Discharging
Aug-18-2021,19:15:46,30%,Discharging
Aug-18-2021,19:46:07,50%,Charging
Aug-18-2021,20:27:34,70%,Charging
Aug-18-2021,20:57:35,80%,Charging
Aug-18-2021,21:27:35,50%,Discharging
Aug-18-2021,21:57:56,40%,Discharging
Aug-18-2021,22:28:17,30%,Discharging
Aug-18-2021,22:58:38,50%,Charging
Aug-18-2021,23:28:58,70%,Charging
Aug-18-2021,23:58:59,80%,Charging
Aug-19-2021,08:48:47,70%,Discharging
Aug-19-2021,09:18:47,60%,Charging
Aug-19-2021,12:32:00,40%,Discharging
Aug-19-2021,13:02:21,30%,Discharging
Aug-19-2021,13:32:42,50%,Charging
Aug-19-2021,14:03:03,70%,Charging
Aug-19-2021,14:33:04,70%,Charging
Aug-19-2021,15:03:05,70%,Charging
Aug-19-2021,15:33:08,60%,Discharging
Aug-19-2021,16:47:06,50%,Discharging
Aug-19-2021,17:17:26,40%,Discharging
Aug-19-2021,17:47:47,30%,Discharging
Aug-19-2021,18:18:08,20%,Charging
Aug-19-2021,18:48:28,50%,Charging
